Address,Award,Comments,Cuisine,FacilitiesAndServices,Hour,Location,Name,PhoneNumber,Price,Url,WebsiteUrl,_id,coord
"2-5-18 Senriyamanishi, Suita, Osaka, 565-0851, Japan",4,100856,Japanese,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Notable sake list,Particularly interesting wine list,Shoes must be removed,Visa credit card",6,"Osaka, Japan",Kashiwaya Osaka Senriyama,+81663862234,¥¥¥¥,https://guide.michelin.com/en/osaka-region/osaka/restaurant/kashiwaya-1193128,https://jp-kashiwaya.com/,63da3c3e3edd49a903f16288,"[135.501289,34.770287]"
"136 Matsushitacho, Nakagyo-ku, Kyoto, 604-8093, Japan",3,586084,Japanese,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card",18,"Kyoto, Japan",Isshisoden Nakamura,+81752215511,¥¥¥¥,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/isshisoden-nakamura,http://www.kyoryori-nakamura.com/,63da3c3e3edd49a903f16289,"[135.765047,35.010347]"
"613 Maruyamacho, Higashiyama-ku, Kyoto, 605-0071, Japan",3,1001657,Japanese,"Air conditioning,Cash only,Counter dining,Notable sake list",13,"Kyoto, Japan",Mizai,+81755513310,¥¥¥¥,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/mizai,https://mizai.jp/,63da3c3e3edd49a903f1628a,"[135.782364,35.002993]"
"35 Nanzenji Kusagawacho, Sakyo-ku, Kyoto, 606-8437, Japan",1,1181354,Japanese,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card",15,"Kyoto, Japan",Hyotei,+81757714116,¥¥¥¥,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/hyotei,http://hyotei.co.jp/,63da3c3e3edd49a903f1628b,"[135.786603,35.011328]"
"570-118 Giommachi Minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan",1,4632534,Japanese,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",0,"Kyoto, Japan",Maeda,+81755255577,¥¥¥¥,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/maeda,,63da3c3e3edd49a903f1628c,"[135.7741908,35.0015783]"
"566-27 Komatsucho, Higashiyama-ku, Kyoto, 605-0811, Japan",2,6873612,Japanese,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card",17,"Kyoto, Japan",Gion Sasaki,+81755515000,¥¥¥¥,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/gion-sasaki,http://gionsasaki.com/,63da3c3e3edd49a903f1628d,"[135.7750547,34.9988674]"
"1-9-11 Edobori, Nishi-ku, Osaka, 550-0002, Japan",4,8059010,Innovative,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",6,"Osaka, Japan",HAJIME,+81664476688,¥¥¥¥,https://guide.michelin.com/en/osaka-region/osaka/restaurant/hajime,http://www.hajime-artistes.com/,63da3c3e3edd49a903f1628e,"[135.496058,34.688588]"
"1-21-2 Shimanouchi, Chuo-ku, Osaka, 542-0082, Japan",2,5650732,Japanese,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",17,"Osaka, Japan",Taian,+81661200790,¥¥¥,https://guide.michelin.com/en/osaka-region/osaka/restaurant/taian,,63da3c3e3edd49a903f1628f,"[135.5072379,34.6733524]"
"459 Shimokawaracho, Higashiyama-ku, Kyoto, 605-0825, Japan",0,5494945,Japanese,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Shoes must be removed,Visa credit card",2,"Kyoto, Japan",Kikunoi Honten,+81755610015,¥¥¥¥,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/kikunoi-honten,https://kikunoi.jp/,63da3c3e3edd49a903f16290,"[135.7821125,35.0016067]"
"17F, Palais de Chine Hotel, 3, Section 1, Chengde Road, Datong District, Taipei, 103, Taipei & Taichung",4,2438916,Cantonese,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card,Wheelchair access",15,"Taipei, Taipei & Taichung",Le Palais,+886221819985,$$$$,https://guide.michelin.com/en/taipei-region/taipei/restaurant/le-palais,https://www.palaisdechinehotel.com/en/index.php,63da3c3e3edd49a903f16291,"[121.51696,25.049071]"
"Shaw Centre, #01-16, 1 Scotts Road, 228208, Singapore",3,3645296,French,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access",0,Singapore,Les Amis,+6567332225,$$$$,https://guide.michelin.com/en/singapore-region/singapore/restaurant/les-amis,https://www.lesamis.com.sg/,63da3c3e3edd49a903f16292,"[103.83204,1.30626]"
"National Gallery, #01-04, 1 St. Andrew's Road (entrance via Supreme Court wing's foyer), 178957, Singapore",3,6138734,French Contemporary,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",5,Singapore,Odette,+6563850498,$$$$,https://guide.michelin.com/en/singapore-region/singapore/restaurant/odette,http://www.odetterestaurant.com,63da3c3e3edd49a903f16293,"[103.8516,1.2896459]"
"41 Bukit Pasoh Road, 089855, Singapore",0,1946568,European Contemporary,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",12,Singapore,Zén,+6592366368,$$$$,https://guide.michelin.com/en/singapore-region/singapore/restaurant/zen,http://www.restaurantzen.com,63da3c3e3edd49a903f16294,"[103.84042,1.2796271]"
"Dronning Eufemias gate 23, Oslo, 0194, Norway",3,1781,"Modern Cuisine, Creative","Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card",3,"Oslo, Norway",Maaemo,+4722179969,€€€€,https://guide.michelin.com/en/oslo-region/oslo/restaurant/maaemo-1194933,http://www.maaemo.no,63da3c3e3edd49a903f16295,"[10.7586363,59.9075293]"
"Per Henrik Lings Allé, Parken National Stadium, Copenhagen, 2100 Ø, Denmark",3,3016334,"Creative, Contemporary","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",12,"Copenhagen, Denmark",Geranium,+4569960020,€€€€,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/geranium,https://www.geranium.dk/,63da3c3e3edd49a903f16296,"[12.5725289,55.7040847]"
"Refshalevej 96, Copenhagen, 1432 K, Denmark",4,3273262,Creative,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Visa credit card,Wheelchair access",1,"Copenhagen, Denmark",noma,+4532963297,€€€€,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/noma,https://noma.dk,63da3c3e3edd49a903f16297,"[12.6106175,55.6833118]"
"Klara Norra Kyrkogata 26, Stockholm, 111 22, Sweden",1,2775748,Modern Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",19,"Stockholm, Sweden",Frantzén,+468208580,€€€€,https://guide.michelin.com/en/stockholm-region/stockholm/restaurant/frantzen,https://www.restaurantfrantzen.com/,63da3c3e3edd49a903f16298,"[18.0597905,59.3341785]"
"Zandweg 2, Kruiningen, 4416 NA, Netherlands",4,6388308,Modern Cuisine,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",18,"Kruiningen, Netherlands",Inter Scaldes,+31113381753,€€€€,https://guide.michelin.com/en/zeeland/kruiningen/restaurant/inter-scaldes,https://www.interscaldes.nl,63da3c3e3edd49a903f16299,"[4.0241076,51.4571608]"
"Spinhuisplein 1, Zwolle, 8011 ZZ, Netherlands",0,231445,Modern Cuisine,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card",16,"Zwolle, Netherlands",De Librije,+31388530000,€€€€,https://guide.michelin.com/en/overijssel/zwolle/restaurant/de-librije,https://www.librije.com/,63da3c3e3edd49a903f1629a,"[6.0980183,52.5153644]"
"Riemegemstraat 1, Kruishoutem, 9770, Belgium",4,4261817,Creative,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",15,"Kruishoutem, Belgium",Hof van Cleve,+3293835848,€€€€,https://guide.michelin.com/en/oost-vlaanderen/kruishoutem/restaurant/hof-van-cleve,https://hofvancleve.com/,63da3c3e3edd49a903f1629b,"[3.5098648,50.9039501]"
"Rumbeeksesteenweg 300, Roeselare, 8800, Belgium",4,6667314,Creative French,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",5,"Roeselare, Belgium",Boury,+3251626462,€€€€,https://guide.michelin.com/en/west-vlaanderen/roeselare/restaurant/boury,https://www.restaurantboury.be/,63da3c3e3edd49a903f1629c,"[3.1403981,50.9374466]"
"Hanzestedenplaats 5, Antwerpen, 2000, Belgium",1,6209138,Creative,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",14,"Antwerpen, Belgium",Zilte,+3232834040,€€€€,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-zilte,https://www.zilte.be/,63da3c3e3edd49a903f1629d,"[4.4047543,51.228828]"
"309 Middle St., Washington, 22747, USA",1,1889906,"American, French","Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card",12,"Washington, USA",The Inn at Little Washington,+15406753800,$$$$,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/the-inn-at-little-washington,https://www.theinnatlittlewashington.com/,63da3c3e3edd49a903f1629e,"[-78.1595348,38.7134767]"
"1723 N. Halsted St., Chicago, 60614, USA",3,6996125,"Contemporary, Creative","Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Valet parking,Wheelchair access",1,"Chicago, USA",Alinea,+13128670110,$$$$,https://guide.michelin.com/en/illinois/chicago/restaurant/alinea,https://www.alinearestaurant.com/,63da3c3e3edd49a903f1629f,"[-87.648174,41.9132737]"
"Route de Suresnes - bois de Boulogne, Paris, 75016, France",4,702486,"Creative, Modern Cuisine","Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access",8,"Paris, France",Le Pré Catelan,+33144144114,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-pre-catelan,https://www.leprecatelan.com/,63da3c3e3edd49a903f162a0,"[2.2507182,48.8639374]"
"8 avenue Dutuit, Paris, 75008, France",2,8934874,Creative,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card",17,"Paris, France",Alléno Paris au Pavillon Ledoyen,+33153051000,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alleno-paris-au-pavillon-ledoyen,https://www.yannick-alleno.com,63da3c3e3edd49a903f162a1,"[2.3164993,48.8660932]"
"84 rue de Varenne, Paris, 75007, France",4,564836,Creative,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",10,"Paris, France",Arpège,+33147050906,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/arpege,https://www.alain-passard.com/,63da3c3e3edd49a903f162a2,"[2.3169648,48.855731]"
"Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France",4,8433169,Modern Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access",17,"Paris, France",Épicure,+33153434340,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/epicure,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/epicure/,63da3c3e3edd49a903f162a3,"[2.3143664,48.8717289]"
"8 quai du Louvre, Paris, 75001, France",1,1426463,Creative,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access",9,"Paris, France",Plénitude - Cheval Blanc Paris,+33179355011,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/plenitude-cheval-blanc-paris,https://www.chevalblanc.com/fr/maison/paris/,63da3c3e3edd49a903f162a4,"[2.3421588,48.8588148]"
"Four Seasons George V, 31 avenue George-V, Paris, 75008, France",0,8854737,Modern Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access",11,"Paris, France",Le Cinq,+33149527154,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-cinq6102,https://www.fourseasons.com,63da3c3e3edd49a903f162a5,"[2.3008612,48.8687604]"
"Plage de la Concurrence, La Rochelle, 17000, France",4,8889234,Seafood,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",10,"La Rochelle, France",Christopher Coutanceau,+33546414819,€€€€,https://guide.michelin.com/en/nouvelle-aquitaine/la-rochelle/restaurant/christopher-coutanceau,http://www.christophercoutanceau.com/fr/,63da3c3e3edd49a903f162a6,"[-1.1609135,46.1557284]"
"285 avenue Victor-Hugo, Valence, 26000, France",1,6914487,Creative,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",17,"Valence, France",Pic,+33475441532,€€€€,https://guide.michelin.com/en/auvergne-rhone-alpes/valence/restaurant/pic,http://www.anne-sophie-pic.com,63da3c3e3edd49a903f162a7,"[4.8854965,44.9177848]"
"5 rue du Coq-Héron, Paris, 75001, France",4,2684670,Modern Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",9,"Paris, France",Kei,+33142331474,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kei,https://www.restaurant-kei.fr/,63da3c3e3edd49a903f162a8,"[2.3422847,48.8643947]"
"36 place d'Armes, Chagny, 71150, France",3,7471178,Modern Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",7,"Chagny, France",Maison Lameloise,+33385876565,€€€€,https://guide.michelin.com/en/bourgogne-franche-comte/chagny/restaurant/maison-lameloise,https://www.lameloise.fr/,63da3c3e3edd49a903f162a9,"[4.7529917,46.9078385]"
"6 rue Balzac, Paris, 75008, France",1,2207382,Creative,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access",12,"Paris, France",Pierre Gagnaire,+33158361250,€€€€,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pierre-gagnaire6112,http://www.pierregagnaire.com/restaurants/pierre_gagnaire,63da3c3e3edd49a903f162aa,"[2.3003862,48.8732506]"
